EnsemblGeneID	Description	ChromosomeName	AssociatedGeneName	GCcontent	GeneType
ENSG00000278775	NoRC assoicated RNA, pRNA [Source:RFAM;Acc:RF01518]	21	pRNA	75.56	misc_RNA
ENSG00000200860	Y RNA [Source:RFAM;Acc:RF00019]	14	Y_RNA	39.45	misc_RNA
ENSG00000201749	Y RNA [Source:RFAM;Acc:RF00019]	9	Y_RNA	43.86	misc_RNA
ENSG00000207497	Y RNA [Source:RFAM;Acc:RF00019]	4	Y_RNA	45.26	misc_RNA
ENSG00000280981	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	7	Metazoa_SRP	54.62	misc_RNA
ENSG00000273621	TUC338 [Source:RFAM;Acc:RF02271]	4	uc_338	44.44	misc_RNA
ENSG00000201071	Y RNA [Source:RFAM;Acc:RF00019]	15	Y_RNA	41.07	misc_RNA
ENSG00000199378	Y RNA [Source:RFAM;Acc:RF00019]	5	Y_RNA	41.75	misc_RNA
ENSG00000276713	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	15	Metazoa_SRP	53.38	misc_RNA
ENSG00000276723	Y RNA [Source:RFAM;Acc:RF00019]	9	Y_RNA	44.64	misc_RNA
ENSG00000252129	Small nucleolar RNA SNORA74 [Source:RFAM;Acc:RF00090]	17	SNORA74	52.78	snoRNA
ENSG00000221496	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	17	U3	43.93	snoRNA
ENSG00000206799	small nucleolar RNA, H/ACA box 32 [Source:HGNC Symbol;Acc:HGNC:32622]	11	SNORA32	38.02	snoRNA
ENSG00000252188	Small nucleolar RNA SNORA40 [Source:RFAM;Acc:RF00561]	7	SNORA40	30	snoRNA
ENSG00000201006	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	38.24	misc_RNA
ENSG00000207439	Y RNA [Source:RFAM;Acc:RF00019]	5	Y_RNA	42.45	misc_RNA
ENSG00000238645	Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]	16	snoU13	44.66	snoRNA
ENSG00000206929	Y RNA [Source:RFAM;Acc:RF00019]	12	Y_RNA	41.67	misc_RNA
ENSG00000252689	Small nucleolar RNA SNORA20 [Source:RFAM;Acc:RF00401]	Y	SNORA20	31.06	snoRNA
ENSG00000281433	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	3	Metazoa_SRP	53.16	misc_RNA
ENSG00000280747	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	1	Metazoa_SRP	51.75	misc_RNA
ENSG00000200753	Small nucleolar RNA SNORD56 [Source:RFAM;Acc:RF00275]	7	SNORD56	40.85	snoRNA
ENSG00000199366	Y RNA [Source:RFAM;Acc:RF00019]	18	Y_RNA	43.4	misc_RNA
ENSG00000276426	TUC338 [Source:RFAM;Acc:RF02271]	5	uc_338	50.53	misc_RNA
ENSG00000276696	Y RNA [Source:RFAM;Acc:RF00019]	15	Y_RNA	35.38	misc_RNA
ENSG00000202498	Small nucleolar RNA SNORD116 [Source:RFAM;Acc:RF00108]	1	SNORD116	38.04	snoRNA
ENSG00000206909	Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156]	5	SNORA70	53.33	snoRNA
ENSG00000237611	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	5	Metazoa_SRP	53.78	misc_RNA
ENSG00000280743	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	7	Metazoa_SRP	50.94	misc_RNA
ENSG00000281746	Clostridiales-1 RNA [Source:RFAM;Acc:RF01699]	6	Clostridiales-1	37.72	sRNA
ENSG00000199630	Y RNA [Source:RFAM;Acc:RF00019]	6	Y_RNA	40.62	misc_RNA
ENSG00000222395	Y RNA [Source:RFAM;Acc:RF00019]	18	Y_RNA	43	misc_RNA
ENSG00000201384	Small nucleolar RNA SNORA32 [Source:RFAM;Acc:RF00421]	14	SNORA32	45.22	snoRNA
ENSG00000200112	Small nucleolar RNA SNORD56 [Source:RFAM;Acc:RF00275]	12	SNORD56	30.99	snoRNA
ENSG00000199459	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	43.64	misc_RNA
ENSG00000275174	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	15	U6	43.93	snRNA
ENSG00000207240	Y RNA [Source:RFAM;Acc:RF00019]	18	Y_RNA	47.37	misc_RNA
ENSG00000251861	Small Cajal body specific RNA 20 [Source:RFAM;Acc:RF00601]	1	SCARNA20	55.17	scaRNA
ENSG00000252534	Y RNA [Source:RFAM;Acc:RF00019]	17	Y_RNA	44.86	misc_RNA
ENSG00000207430	U8 small nucleolar RNA [Source:RFAM;Acc:RF00096]	15	U8	45.86	snoRNA
ENSG00000238745	Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]	5	snoU13	41.35	snoRNA
ENSG00000274603	Y RNA [Source:RFAM;Acc:RF00019]	6	Y_RNA	43.12	misc_RNA
ENSG00000207319	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	37.19	misc_RNA
ENSG00000200320	small nucleolar RNA, H/ACA box 63 [Source:HGNC Symbol;Acc:HGNC:10106]	3	SNORA63	43.18	snoRNA
ENSG00000252045	Small nucleolar RNA SNORA33 [Source:RFAM;Acc:RF00438]	21	SNORA33	49.26	snoRNA
ENSG00000199201	Y RNA [Source:RFAM;Acc:RF00019]	10	Y_RNA	41.75	misc_RNA
ENSG00000238366	Y RNA [Source:RFAM;Acc:RF00019]	10	Y_RNA	42.57	misc_RNA
ENSG00000201774	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	40.21	misc_RNA
ENSG00000252993	Small nucleolar RNA SNORA25 [Source:RFAM;Acc:RF00402]	10	SNORA25	41.94	snoRNA
ENSG00000274799	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	5	Metazoa_SRP	55.32	misc_RNA
ENSG00000281621	Y RNA [Source:RFAM;Acc:RF00019]	9	Y_RNA	40.62	misc_RNA
ENSG00000212587	Small nucleolar RNA SNORA40 [Source:RFAM;Acc:RF00561]	6	SNORA40	32.03	snoRNA
ENSG00000201850	Y RNA [Source:RFAM;Acc:RF00019]	16	Y_RNA	38.95	misc_RNA
ENSG00000212363	Small nucleolar RNA SNORA40 [Source:RFAM;Acc:RF00561]	5	SNORA40	32.81	snoRNA
ENSG00000274759	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	4	5S_rRNA	37.01	rRNA
ENSG00000280857	Y RNA [Source:RFAM;Acc:RF00019]	3	Y_RNA	39.58	misc_RNA
ENSG00000202254	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	43.48	misc_RNA
ENSG00000277846	small nucleolar RNA, C/D box 30 [Source:HGNC Symbol;Acc:HGNC:10157]	11	SNORD30	41.43	snoRNA
ENSG00000274016	hsa-mir-3687-1 [Source:miRBase;Acc:MI0016088]	KI270733.1	hsa-mir-3687-1	78.69	miRNA
ENSG00000281209	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	19	Metazoa_SRP	56.93	misc_RNA
ENSG00000200344	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	42.72	misc_RNA
ENSG00000200448	Y RNA [Source:RFAM;Acc:RF00019]	22	Y_RNA	43	misc_RNA
ENSG00000251812	Y RNA [Source:RFAM;Acc:RF00019]	17	Y_RNA	45.45	misc_RNA
ENSG00000275143	small Cajal body-specific RNA 16 [Source:HGNC Symbol;Acc:HGNC:32573]	17	SCARNA16	48.66	scaRNA
ENSG00000281637	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	21	Metazoa_SRP	50	misc_RNA
ENSG00000252102	Small nucleolar RNA SNORA63 [Source:RFAM;Acc:RF00092]	7	SNORA63	41.84	snoRNA
ENSG00000201549	Y RNA [Source:RFAM;Acc:RF00019]	12	Y_RNA	43.12	misc_RNA
ENSG00000239142	U8 small nucleolar RNA [Source:RFAM;Acc:RF00096]	10	U8	38.24	snoRNA
ENSG00000252398	Y RNA [Source:RFAM;Acc:RF00019]	3	Y_RNA	40.19	misc_RNA
ENSG00000200688	Y RNA [Source:RFAM;Acc:RF00019]	12	Y_RNA	43.4	misc_RNA
ENSG00000252200	Z6 small nucleolar RNA [Source:RFAM;Acc:RF00285]	19	snoZ6	61.33	snoRNA
ENSG00000281710	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	3	U3	44.91	snoRNA
ENSG00000274321	TUC338 [Source:RFAM;Acc:RF02271]	1	uc_338	42.69	misc_RNA
ENSG00000275930	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	48.04	misc_RNA
ENSG00000201042	Small nucleolar RNA SNORA38 [Source:RFAM;Acc:RF00428]	12	SNORA38	45.8	snoRNA
ENSG00000202537	U8 small nucleolar RNA [Source:RFAM;Acc:RF00096]	2	U8	44.03	snoRNA
ENSG00000195401	Y RNA [Source:RFAM;Acc:RF00019]	10	Y_RNA	41.35	misc_RNA
ENSG00000199783	Small nucleolar RNA SNORD56 [Source:RFAM;Acc:RF00275]	22	SNORD56	44.12	snoRNA
ENSG00000207371	Y RNA [Source:RFAM;Acc:RF00019]	6	Y_RNA	39.64	misc_RNA
ENSG00000277903	U2 spliceosomal RNA [Source:RFAM;Acc:RF00004]	17	U2	46.6	snRNA
ENSG00000252171	Y RNA [Source:RFAM;Acc:RF00019]	15	Y_RNA	40.71	misc_RNA
ENSG00000206677	Y RNA [Source:RFAM;Acc:RF00019]	X	Y_RNA	42.86	misc_RNA
ENSG00000253090	Small nucleolar RNA SNORA73 family [Source:RFAM;Acc:RF00045]	6	SNORA73	52.17	snoRNA
ENSG00000212464	small nucleolar RNA, H/ACA box 12 [Source:HGNC Symbol;Acc:HGNC:32600]	10	SNORA12	42.18	snoRNA
ENSG00000201548	Y RNA [Source:RFAM;Acc:RF00019]	10	Y_RNA	35.42	misc_RNA
ENSG00000281353	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	5	Metazoa_SRP	49.12	misc_RNA
ENSG00000275939	TUC338 [Source:RFAM;Acc:RF02271]	5	uc_338	57.23	misc_RNA
ENSG00000201741	Y RNA [Source:RFAM;Acc:RF00019]	17	Y_RNA	40.51	misc_RNA
ENSG00000199857	Small nucleolar RNA SNORD50 [Source:RFAM;Acc:RF00278]	4	SNORD50	32.39	snoRNA
ENSG00000207173	Y RNA [Source:RFAM;Acc:RF00019]	16	Y_RNA	44.55	misc_RNA
ENSG00000207481	Y RNA [Source:RFAM;Acc:RF00019]	4	Y_RNA	44.55	misc_RNA
ENSG00000252765	Small Cajal body specific RNA 16 [Source:RFAM;Acc:RF00424]	1	SCARNA16	46.52	scaRNA
ENSG00000264997	Small nucleolar RNA SNORD55/SNORD39 [Source:RFAM;Acc:RF00157]	11	SNORD39	45.07	snoRNA
ENSG00000222649	Y RNA [Source:RFAM;Acc:RF00019]	6	Y_RNA	40	misc_RNA
ENSG00000208839	small nucleolar RNA, H/ACA box 35 [Source:HGNC Symbol;Acc:HGNC:32625]	X	SNORA35	54.69	snoRNA
ENSG00000273950	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	2	Metazoa_SRP	51.94	misc_RNA
ENSG00000273612	Deleted in lymphocytic leukemia 2 conserved region 4 [Source:RFAM;Acc:RF02108]	13	DLEU2_4	34.48	misc_RNA
ENSG00000201511	Y RNA [Source:RFAM;Acc:RF00019]	3	Y_RNA	40.2	misc_RNA
ENSG00000252040	Small nucleolar RNA U109 [Source:RFAM;Acc:RF01233]	16	snoU109	45.45	snoRNA
ENSG00000275293	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	22	Metazoa_SRP	55.31	misc_RNA
ENSG00000281350	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	1	Metazoa_SRP	46.39	misc_RNA
ENSG00000238317	small nucleolar RNA, C/D box 11 [Source:HGNC Symbol;Acc:HGNC:32707]	2	SNORD11	36.9	snoRNA
ENSG00000200842	Y RNA [Source:RFAM;Acc:RF00019]	17	Y_RNA	42.48	misc_RNA
ENSG00000199851	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	6	U3	45.71	snoRNA
ENSG00000280783	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	19	Metazoa_SRP	55.56	misc_RNA
ENSG00000201217	Y RNA [Source:RFAM;Acc:RF00019]	3	Y_RNA	41.59	misc_RNA
ENSG00000221139	Small nucleolar RNA SNORD23 [Source:RFAM;Acc:RF00603]	18	SNORD23	60.58	snoRNA
ENSG00000207080	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	45.37	misc_RNA
ENSG00000207384	Y RNA [Source:RFAM;Acc:RF00019]	4	Y_RNA	42.86	misc_RNA
ENSG00000199875	Y RNA [Source:RFAM;Acc:RF00019]	11	Y_RNA	37.17	misc_RNA
ENSG00000238440	Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]	12	snoU13	40.38	snoRNA
ENSG00000201916	Y RNA [Source:RFAM;Acc:RF00019]	22	Y_RNA	42.34	misc_RNA
ENSG00000238804	Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]	17	snoU13	45.19	snoRNA
ENSG00000274510	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	9	Metazoa_SRP	53.55	misc_RNA
ENSG00000201466	Y RNA [Source:RFAM;Acc:RF00019]	18	Y_RNA	38.24	misc_RNA
ENSG00000281390	Y RNA [Source:RFAM;Acc:RF00019]	13	Y_RNA	36.05	misc_RNA
ENSG00000199881	Y RNA [Source:RFAM;Acc:RF00019]	10	Y_RNA	38.46	misc_RNA
ENSG00000206817	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	42	misc_RNA
ENSG00000201003	Small nucleolar RNA SNORA58 [Source:RFAM;Acc:RF00418]	1	SNORA58	47.79	snoRNA
ENSG00000280459	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	9	Metazoa_SRP	50.61	misc_RNA
ENSG00000222601	Y RNA [Source:RFAM;Acc:RF00019]	12	Y_RNA	43.82	misc_RNA
ENSG00000238761	Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]	1	snoU13	41.35	snoRNA
ENSG00000199755	Y RNA [Source:RFAM;Acc:RF00019]	14	Y_RNA	38.53	misc_RNA
ENSG00000207086	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	42.06	misc_RNA
ENSG00000273694	U2 spliceosomal RNA [Source:RFAM;Acc:RF00004]	1	U2	33.1	snRNA
ENSG00000199711	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	41.18	misc_RNA
ENSG00000201376	Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156]	14	SNORA70	45.93	snoRNA
ENSG00000201239	Y RNA [Source:RFAM;Acc:RF00019]	17	Y_RNA	42.71	misc_RNA
ENSG00000252193	Small Cajal body specific RNA 15 [Source:RFAM;Acc:RF00426]	20	SCARNA15	35.2	scaRNA
ENSG00000199222	Y RNA [Source:RFAM;Acc:RF00019]	10	Y_RNA	42.16	misc_RNA
ENSG00000199516	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	42.16	misc_RNA
ENSG00000277027	RNA component of mitochondrial RNA processing endoribonuclease [Source:HGNC Symbol;Acc:HGNC:10031]	9	RMRP	63.26	ribozyme
ENSG00000212461	Small nucleolar RNA SNORA17 [Source:RFAM;Acc:RF00560]	12	SNORA17	42.64	snoRNA
ENSG00000281159	Small Cajal body specific RNA 15 [Source:RFAM;Acc:RF00426]	2	SCARNA15	51.64	scaRNA
ENSG00000277771	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	22	Metazoa_SRP	49.43	misc_RNA
ENSG00000200090	Y RNA [Source:RFAM;Acc:RF00019]	11	Y_RNA	44.44	misc_RNA
ENSG00000252412	Y RNA [Source:RFAM;Acc:RF00019]	22	Y_RNA	42.11	misc_RNA
ENSG00000222941	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	39.77	misc_RNA
ENSG00000252975	Y RNA [Source:RFAM;Acc:RF00019]	4	Y_RNA	35.87	misc_RNA
ENSG00000200874	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	42.16	misc_RNA
ENSG00000186400	olfactory receptor family 10 subfamily X member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:14995]	1	OR10X1	44.34	protein_coding
ENSG00000264809	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	1	Metazoa_SRP	51.27	misc_RNA
ENSG00000196936	olfactory receptor family 2 subfamily L member 8 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15014]	1	OR2L8	44.94	protein_coding
ENSG00000281080	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	17	Metazoa_SRP	54.48	misc_RNA
ENSG00000200553	Y RNA [Source:RFAM;Acc:RF00019]	4	Y_RNA	39.22	misc_RNA
ENSG00000183130	olfactory receptor family 2 subfamily T member 11 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:19574]	1	OR2T11	49.84	protein_coding
ENSG00000252582	Small nucleolar RNA SNORA31 [Source:RFAM;Acc:RF00322]	9	SNORA31	47.48	snoRNA
ENSG00000188069	olfactory receptor family 51 subfamily F member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15196]	11	OR51F1	44.09	protein_coding
ENSG00000252640	Small nucleolar RNA U109 [Source:RFAM;Acc:RF01233]	16	snoU109	47.46	snoRNA
ENSG00000221498	Small nucleolar RNA SNORA77 [Source:RFAM;Acc:RF00599]	2	SNORA77	57.14	snoRNA
ENSG00000176937	olfactory receptor family 52 subfamily R member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15235]	11	OR52R1	50.84	protein_coding
ENSG00000199934	Small nucleolar RNA SNORD81 [Source:RFAM;Acc:RF00136]	1	SNORD81	32.47	snoRNA
ENSG00000201421	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	44.44	misc_RNA
ENSG00000201710	Small nucleolar RNA SNORD113/SNORD114 family [Source:RFAM;Acc:RF00181]	14	SNORD113	36	snoRNA
ENSG00000200206	Small nucleolar RNA SNORD74 [Source:RFAM;Acc:RF00284]	15	SNORD74	38.36	snoRNA
ENSG00000176879	olfactory receptor family 51 subfamily G member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:14738]	11	OR51G1	49.79	protein_coding
ENSG00000278457	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	KI270442.1	5S_rRNA	58.82	rRNA
ENSG00000184881	olfactory receptor family 51 subfamily B member 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:14703]	11	OR51B2	43.02	protein_coding
ENSG00000275405	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	KI270713.1	U1	54.27	snRNA
ENSG00000170803	olfactory receptor family 2 subfamily AG member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15142]	11	OR2AG1	51.84	protein_coding
ENSG00000281346	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	3	Metazoa_SRP	46.73	misc_RNA
ENSG00000206865	Y RNA [Source:RFAM;Acc:RF00019]	18	Y_RNA	45.54	misc_RNA
ENSG00000175393	olfactory receptor family 10 subfamily A member 6 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15132]	11	OR10A6	41.48	protein_coding
ENSG00000201756	Y RNA [Source:RFAM;Acc:RF00019]	11	Y_RNA	40.71	misc_RNA
ENSG00000201602	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	37.61	misc_RNA
ENSG00000212580	Small nucleolar RNA SNORA75 [Source:RFAM;Acc:RF00072]	2	SNORA75	36.97	snoRNA
ENSG00000279556	olfactory receptor family 4 subfamily X member 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15184]	11	OR4X2	49.12	protein_coding
ENSG00000176567	olfactory receptor family 4 subfamily X member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:14854]	11	OR4X1	49.67	protein_coding
ENSG00000200008	Y RNA [Source:RFAM;Acc:RF00019]	15	Y_RNA	47.62	misc_RNA
ENSG00000199977	Small nucleolar RNA SNORA73 family [Source:RFAM;Acc:RF00045]	18	SNORA73	46.83	snoRNA
ENSG00000252236	Small nucleolar RNA SNORA26 [Source:RFAM;Acc:RF00568]	1	SNORA26	47.52	snoRNA
ENSG00000200833	Y RNA [Source:RFAM;Acc:RF00019]	5	Y_RNA	38.74	misc_RNA
ENSG00000206706	Y RNA [Source:RFAM;Acc:RF00019]	16	Y_RNA	46	misc_RNA
ENSG00000181935	olfactory receptor family 4 subfamily C member 16 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15172]	11	OR4C16	42.34	protein_coding
ENSG00000199927	ACEA small nucleolar RNA U3 [Source:RFAM;Acc:RF01848]	3	ACEA_U3	44.7	snoRNA
ENSG00000207516	Small nucleolar RNA SNORA41 [Source:RFAM;Acc:RF00403]	15	SNORA41	41.41	snoRNA
ENSG00000207286	Y RNA [Source:RFAM;Acc:RF00019]	6	Y_RNA	41.18	misc_RNA
ENSG00000222506	Y RNA [Source:RFAM;Acc:RF00019]	3	Y_RNA	37.25	misc_RNA
ENSG00000277411	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	6	5S_rRNA	62.26	rRNA
ENSG00000198877	olfactory receptor family 5 subfamily D member 13 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15280]	11	OR5D13	40.32	protein_coding
ENSG00000201088	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	39.42	misc_RNA
ENSG00000239079	Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]	11	snoU13	43.27	snoRNA
ENSG00000238942	small nucleolar RNA, C/D box 2 [Source:HGNC Symbol;Acc:HGNC:32678]	3	SNORD2	39.13	snoRNA
ENSG00000186117	olfactory receptor family 5 subfamily L member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:8350]	11	OR5L1	47.65	protein_coding
ENSG00000212611	Small nucleolar RNA SNORD30 [Source:RFAM;Acc:RF00088]	X	SNORD30	35.71	snoRNA
ENSG00000181689	olfactory receptor family 8 subfamily K member 3 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15313]	11	OR8K3	39.08	protein_coding
ENSG00000238832	Small nucleolar RNA U109 [Source:RFAM;Acc:RF01233]	7	snoU109	32.41	snoRNA
ENSG00000174942	olfactory receptor family 5 subfamily R member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:14841]	11	OR5R1	42.46	protein_coding
ENSG00000274841	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	9	Metazoa_SRP	57.3	misc_RNA
ENSG00000279911	olfactory receptor family 5 subfamily AR member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15260]	11	OR5AR1	46.84	protein_coding
ENSG00000172381	olfactory receptor family 6 subfamily Q member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15302]	11	OR6Q1	49.58	protein_coding
ENSG00000199370	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	7	U3	48.37	snoRNA
ENSG00000172774	olfactory receptor family 1 subfamily S member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:8227]	11	OR1S1	44.07	protein_coding
ENSG00000207100	Small nucleolar RNA SNORA8 [Source:RFAM;Acc:RF00393]	X	SNORA8	43.17	snoRNA
ENSG00000197263	olfactory receptor family 8 subfamily D member 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:8482]	11	OR8D2	43.59	protein_coding
ENSG00000221245	Small nucleolar RNA SNORA11 [Source:RFAM;Acc:RF00614]	4	SNORA11	49.61	snoRNA
ENSG00000202461	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	45.13	misc_RNA
ENSG00000198657	olfactory receptor family 8 subfamily B member 4 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:8473]	11	OR8B4	45.7	protein_coding
ENSG00000230301	olfactory receptor family 5 subfamily H member 6 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:14767]	3	OR5H6	37.53	protein_coding
ENSG00000200788	Y RNA [Source:RFAM;Acc:RF00019]	9	Y_RNA	44.25	misc_RNA
ENSG00000199866	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	43.14	misc_RNA
ENSG00000279941	olfactory receptor family 10 subfamily C member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:8165]	6	OR10C1	57.51	protein_coding
ENSG00000199591	Y RNA [Source:RFAM;Acc:RF00019]	3	Y_RNA	42.99	misc_RNA
ENSG00000171484	olfactory receptor family 1 subfamily B member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:8181]	9	OR1B1	51.72	protein_coding
ENSG00000280974	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	12	Metazoa_SRP	53.85	misc_RNA
ENSG00000278028	Y RNA [Source:RFAM;Acc:RF00019]	9	Y_RNA	44.64	misc_RNA
ENSG00000252615	Y RNA [Source:RFAM;Acc:RF00019]	6	Y_RNA	41	misc_RNA
ENSG00000277613	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	17	U6	39.42	snRNA
ENSG00000275635	U7 small nuclear RNA [Source:RFAM;Acc:RF00066]	22	U7	38.33	snRNA
ENSG00000281844	Fas (TNFRSF6) binding factor 1 [Source:HGNC Symbol;Acc:HGNC:24674]	17	FBF1	53.31	protein_coding
ENSG00000200051	Small nucleolar RNA SNORD45 [Source:RFAM;Acc:RF00279]	5	SNORD45	32.47	snoRNA
ENSG00000277428	Y RNA [Source:RFAM;Acc:RF00019]	GL000195.1	Y_RNA	38.61	misc_RNA
ENSG00000277502	TUC338 [Source:RFAM;Acc:RF02271]	2	uc_338	53.3	misc_RNA
ENSG00000283027	calcyphosine [Source:HGNC Symbol;Acc:HGNC:1487]	19	CAPS	66.27	protein_coding
ENSG00000202008	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	36.96	misc_RNA
ENSG00000278413	TUC338 [Source:RFAM;Acc:RF02271]	13	uc_338	42.53	misc_RNA
ENSG00000168787	olfactory receptor family 12 subfamily D member 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:8178]	6	OR12D2	46.75	protein_coding
ENSG00000238845	Y RNA [Source:RFAM;Acc:RF00019]	15	Y_RNA	39.82	misc_RNA
ENSG00000206714	Y RNA [Source:RFAM;Acc:RF00019]	5	Y_RNA	37.25	misc_RNA
ENSG00000206847	Y RNA [Source:RFAM;Acc:RF00019]	11	Y_RNA	38.6	misc_RNA
ENSG00000278793	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	GL000213.1	U6	43.93	snRNA
ENSG00000207117	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	42.72	misc_RNA
ENSG00000201498	Y RNA [Source:RFAM;Acc:RF00019]	20	Y_RNA	43.56	misc_RNA
ENSG00000238819	Small nucleolar RNA SNORD11 [Source:RFAM;Acc:RF01182]	15	SNORD11	30.59	snoRNA
ENSG00000275227	TUC338 [Source:RFAM;Acc:RF02271]	3	uc_338	44.2	misc_RNA
ENSG00000201882	Small nucleolar RNA U2-30 [Source:RFAM;Acc:RF00493]	X	snoU2-30	40	snoRNA
ENSG00000252119	Small nucleolar RNA ACA64 [Source:RFAM;Acc:RF01225]	11	ACA64	63.25	snoRNA
ENSG00000278469	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	12	Metazoa_SRP	52.26	misc_RNA
ENSG00000238410	Small nucleolar RNA U109 [Source:RFAM;Acc:RF01233]	2	snoU109	39.26	snoRNA
